loan_status,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
0,24.0,0,3,79212.0,0,0,9600.0,4,11.99,0.12,3.0,625,0
0,23.0,1,0,124795.0,0,0,21850.0,0,10.00,0.18,3.0,600,1
1,23.0,1,4,67555.0,0,3,5000.0,3,15.21,0.07,2.0,607,0
0,32.0,1,0,108814.0,9,0,25000.0,4,11.36,0.23,9.0,657,1
0,34.0,0,4,126851.0,14,3,8000.0,4,8.38,0.06,8.0,714,1
0,31.0,1,4,38335.0,11,2,12500.0,4,8.94,0.33,8.0,683,1
0,38.0,0,3,63377.0,16,0,5000.0,0,10.99,0.08,15.0,679,1
0,27.0,0,1,23272.0,7,3,1400.0,3,9.99,0.06,6.0,662,1
0,37.0,0,3,103265.0,14,0,5500.0,4,9.15,0.05,11.0,666,1
0,27.0,0,1,104268.0,9,3,12000.0,1,7.51,0.12,8.0,607,0
0,26.0,1,4,47106.0,5,0,6000.0,0,7.51,0.13,3.0,582,1
0,28.0,1,4,139976.0,2,0,25000.0,3,12.18,0.18,10.0,632,1
0,22.0,0,4,47824.0,3,3,6600.0,3,11.01,0.14,2.0,647,0
0,28.0,1,3,36578.0,2,0,6000.0,3,13.98,0.16,8.0,652,1
1,22.0,1,3,45458.0,0,3,2500.0,2,17.49,0.05,3.0,689,0
0,25.0,0,1,65329.0,0,2,15000.0,1,6.03,0.23,3.0,589,1
0,26.0,0,4,65991.0,1,3,2400.0,1,9.32,0.04,3.0,600,0
0,31.0,1,1,90871.0,10,0,12000.0,1,10.38,0.13,10.0,604,0
0,26.0,0,1,33147.0,5,3,6000.0,3,6.00,0.18,4.0,587,0
0,23.0,0,0,67168.0,1,0,11075.0,1,13.49,0.16,3.0,644,1
0,23.0,1,1,29568.0,4,3,2100.0,4,12.42,0.07,3.0,522,1
0,26.0,1,1,34562.0,6,3,2697.0,3,13.21,0.08,6.0,672,1
0,33.0,1,1,53149.0,10,3,1440.0,3,10.34,0.03,7.0,558,0
0,28.0,1,1,49280.0,4,0,10000.0,0,10.26,0.20,6.0,640,0
0,32.0,0,2,55678.0,10,3,4000.0,5,10.99,0.07,9.0,568,1
0,32.0,0,0,78784.0,13,3,3625.0,2,6.03,0.05,8.0,658,0
1,22.0,1,1,32478.0,0,0,1000.0,4,11.01,0.03,2.0,532,0
0,32.0,1,3,112538.0,7,3,13000.0,0,7.41,0.12,6.0,571,1
0,25.0,1,1,68057.0,4,0,8000.0,1,7.66,0.12,4.0,669,1
0,26.0,1,1,83887.0,2,3,14016.0,5,12.75,0.17,3.0,560,1
0,26.0,1,3,34155.0,7,3,4725.0,3,6.54,0.14,2.0,613,0
0,21.0,0,0,43159.0,0,2,1500.0,5,9.62,0.03,2.0,557,1
0,28.0,1,3,100519.0,5,0,12000.0,0,10.74,0.12,6.0,629,0
0,25.0,0,1,74201.0,2,2,15000.0,1,14.65,0.20,3.0,591,1
0,26.0,0,4,32334.0,5,0,12000.0,2,11.01,0.37,3.0,622,1
0,38.0,1,0,52643.0,17,3,3500.0,0,11.83,0.07,12.0,739,0
1,30.0,0,4,44112.0,7,3,14000.0,3,7.14,0.32,6.0,602,0
0,22.0,0,1,63003.0,4,0,4200.0,1,10.59,0.07,3.0,660,0
0,26.0,1,1,65079.0,3,0,4000.0,3,6.76,0.06,3.0,629,1
0,30.0,0,1,116101.0,8,0,6000.0,4,7.96,0.05,9.0,734,1
0,30.0,0,0,240937.0,6,0,10000.0,3,8.59,0.04,10.0,611,1
1,25.0,1,1,35403.0,0,3,3898.0,4,15.11,0.11,6.0,627,0
1,26.0,1,1,58692.0,2,3,15000.0,1,18.64,0.26,3.0,672,0
0,25.0,0,3,69446.0,7,3,9500.0,4,12.53,0.14,2.0,623,0
0,27.0,0,1,73117.0,4,2,10000.0,5,10.38,0.14,6.0,696,1
0,24.0,1,0,65826.0,3,0,16028.0,4,10.78,0.24,4.0,566,1
0,36.0,1,1,68539.0,12,0,20000.0,1,13.57,0.29,12.0,526,0
0,24.0,0,3,121085.0,1,0,5000.0,0,9.62,0.04,4.0,547,1
0,25.0,1,3,145021.0,2,0,5000.0,3,8.49,0.03,3.0,643,1
1,24.0,1,0,106605.0,0,0,1950.0,1,9.99,0.02,2.0,713,0
1,37.0,0,1,111662.0,12,3,20000.0,0,14.46,0.18,15.0,633,0
0,28.0,0,0,72916.0,6,0,13000.0,1,8.90,0.18,10.0,647,1
0,26.0,1,0,127119.0,2,0,4917.0,2,11.31,0.04,4.0,609,1
0,26.0,1,0,72233.0,4,0,12000.0,1,6.62,0.17,4.0,565,1
0,34.0,0,3,108875.0,11,0,25000.0,4,14.33,0.23,10.0,628,0
1,27.0,1,3,35425.0,4,3,3931.0,4,14.73,0.11,8.0,601,0
1,28.0,1,3,90777.0,8,3,23850.0,5,16.29,0.26,10.0,545,0
0,23.0,1,1,45917.0,1,3,7015.0,1,12.84,0.15,4.0,686,1
1,30.0,0,3,118070.0,5,0,5448.0,0,16.13,0.05,6.0,601,0
1,29.0,1,1,179235.0,7,0,11200.0,3,16.89,0.06,9.0,642,0
0,24.0,1,1,90861.0,3,3,10000.0,4,9.91,0.11,3.0,630,0
0,24.0,1,1,36279.0,2,3,4000.0,5,9.45,0.11,3.0,669,0
1,36.0,0,0,31553.0,11,0,8700.0,1,12.23,0.28,14.0,661,0
0,32.0,1,0,84704.0,6,0,4503.0,4,8.07,0.05,8.0,612,0
1,25.0,1,4,36962.0,1,3,10500.0,5,16.29,0.28,2.0,681,0
1,28.0,1,0,41924.0,5,0,8000.0,3,12.69,0.19,9.0,539,0
1,28.0,0,4,64572.0,6,3,3000.0,3,11.01,0.05,9.0,640,0
1,25.0,0,0,77674.0,3,0,15000.0,0,14.52,0.19,4.0,622,0
1,26.0,1,1,70385.0,7,3,2150.0,0,15.62,0.03,3.0,624,0
0,30.0,1,4,181052.0,7,0,13813.0,3,6.91,0.08,9.0,694,1
0,31.0,1,2,115310.0,8,0,25000.0,0,10.08,0.22,6.0,727,1
1,25.0,1,1,150806.0,3,0,11610.0,3,12.88,0.08,3.0,550,0
1,30.0,0,0,45526.0,8,3,12000.0,1,10.05,0.26,7.0,487,0
1,25.0,0,3,51481.0,2,3,10000.0,5,13.80,0.19,3.0,648,0
1,36.0,0,3,69212.0,14,0,6200.0,3,11.01,0.09,13.0,601,0
1,35.0,1,3,31399.0,12,0,5000.0,0,11.01,0.16,10.0,658,0
0,49.0,0,3,139059.0,25,3,10000.0,4,10.37,0.07,17.0,608,1
0,25.0,1,1,75331.0,5,3,8000.0,5,9.99,0.11,4.0,675,1
0,23.0,1,4,73068.0,1,0,13200.0,3,13.16,0.18,2.0,608,0
0,26.0,1,4,102875.0,1,0,2500.0,1,9.39,0.02,3.0,574,0
0,29.0,1,0,90875.0,4,3,14000.0,1,11.61,0.15,5.0,637,0
1,22.0,1,0,41328.0,2,3,13250.0,0,11.01,0.32,4.0,676,0
1,27.0,0,3,53858.0,4,3,10000.0,5,15.34,0.19,7.0,561,0
0,28.0,0,0,52521.0,7,3,8000.0,4,6.03,0.15,9.0,650,1
0,24.0,1,3,44310.0,1,2,12000.0,3,11.01,0.27,3.0,627,1
0,28.0,1,3,59583.0,5,3,4170.0,3,8.91,0.07,7.0,622,0
0,24.0,0,4,201140.0,0,0,20000.0,1,12.42,0.10,2.0,545,1
1,26.0,1,1,259949.0,4,0,15000.0,0,13.98,0.06,3.0,572,0
0,26.0,1,3,174957.0,3,3,18500.0,1,12.87,0.11,3.0,584,0
0,46.0,0,4,204842.0,21,0,7200.0,2,9.91,0.04,12.0,691,1
1,35.0,1,1,88152.0,12,3,15000.0,2,15.57,0.17,8.0,553,0
0,23.0,1,0,61610.0,2,3,5000.0,1,10.38,0.08,2.0,681,1
0,24.0,0,4,62059.0,0,0,8500.0,2,8.94,0.14,3.0,684,0
0,32.0,0,4,54836.0,7,0,4800.0,1,7.49,0.09,7.0,719,1
1,28.0,1,2,37058.0,4,3,6000.0,0,11.49,0.16,9.0,661,0
1,31.0,0,4,13665.0,7,3,2000.0,5,14.72,0.15,5.0,551,0
0,23.0,0,1,98081.0,0,3,12000.0,4,16.29,0.12,4.0,636,1
1,31.0,1,1,26540.0,6,3,10000.0,5,11.78,0.38,7.0,669,0
0,34.0,0,3,66781.0,9,0,2500.0,2,13.49,0.04,7.0,657,1
0,31.0,0,1,74727.0,8,0,15000.0,4,10.25,0.20,10.0,536,1
0,25.0,0,3,54932.0,4,0,4000.0,0,9.25,0.07,3.0,638,1
1,25.0,1,0,41519.0,0,3,1942.0,0,8.64,0.05,4.0,619,0
0,31.0,1,4,51472.0,6,3,8000.0,5,12.42,0.16,7.0,677,1
0,34.0,1,3,65861.0,7,0,10000.0,3,7.09,0.15,8.0,660,1
0,23.0,0,4,69733.0,0,0,4000.0,0,11.01,0.06,3.0,632,0
0,29.0,1,3,58727.0,11,3,8800.0,3,8.49,0.15,9.0,674,1
0,25.0,0,0,66911.0,1,0,2000.0,0,13.22,0.03,2.0,573,0
1,32.0,1,3,88488.0,7,3,22400.0,1,12.69,0.25,5.0,695,0
0,29.0,0,1,103093.0,8,3,8000.0,4,12.00,0.08,6.0,666,1
0,35.0,1,3,43201.0,15,3,7500.0,1,12.29,0.17,7.0,718,1
0,23.0,0,3,52381.0,0,3,6000.0,3,12.84,0.11,3.0,692,1
0,24.0,1,3,87080.0,3,3,14000.0,3,7.90,0.16,2.0,665,0
1,23.0,1,3,19196.0,0,3,2508.0,5,12.43,0.13,3.0,591,0
1,28.0,1,3,38139.0,5,3,7500.0,2,15.31,0.20,5.0,642,0
0,29.0,1,1,58518.0,4,0,5000.0,2,5.99,0.09,8.0,592,1
0,59.0,0,1,66850.0,38,0,1000.0,4,10.59,0.01,29.0,693,0
0,24.0,0,3,116619.0,3,0,10000.0,2,13.45,0.09,3.0,656,1
1,27.0,1,3,36949.0,4,3,2400.0,3,17.49,0.06,10.0,605,0
0,39.0,1,0,47133.0,16,3,3000.0,3,11.01,0.06,16.0,693,1
0,28.0,0,3,52202.0,2,0,15000.0,3,11.22,0.29,3.0,572,0
1,26.0,0,4,33026.0,3,3,2338.0,2,7.09,0.07,6.0,571,0
0,26.0,1,0,132876.0,3,0,4500.0,5,14.84,0.03,4.0,493,1
1,27.0,0,4,50794.0,5,3,11091.0,0,14.65,0.22,5.0,664,0
0,31.0,1,0,138554.0,9,3,16873.0,1,7.22,0.12,5.0,561,1
0,26.0,0,2,65097.0,7,0,10687.0,0,6.27,0.16,4.0,649,1
1,29.0,0,4,68015.0,6,3,8000.0,4,11.01,0.12,5.0,542,0
0,30.0,0,1,54981.0,10,3,2100.0,5,8.11,0.04,9.0,646,1
0,28.0,0,0,95645.0,9,0,2000.0,5,16.00,0.02,10.0,676,1
0,24.0,0,0,67109.0,2,0,15000.0,4,11.01,0.22,3.0,574,1
0,22.0,1,4,100539.0,0,2,25000.0,1,15.95,0.25,2.0,686,0
0,42.0,1,0,85056.0,21,3,12000.0,4,11.01,0.14,17.0,703,0
0,24.0,1,1,27730.0,0,0,8000.0,4,5.42,0.29,4.0,477,1
1,57.0,1,0,18747.0,34,0,3000.0,0,12.68,0.16,23.0,676,0
1,26.0,0,3,37294.0,7,3,12000.0,0,11.11,0.32,3.0,581,0
1,28.0,0,1,60890.0,4,3,16200.0,2,13.99,0.27,6.0,581,0
0,25.0,0,4,72346.0,1,3,10446.0,2,9.18,0.14,4.0,679,1
0,32.0,1,4,75356.0,9,0,20000.0,3,11.27,0.27,10.0,710,0
0,22.0,0,1,45443.0,0,3,5700.0,1,5.42,0.13,4.0,598,1
0,39.0,1,4,70748.0,19,0,8000.0,2,7.88,0.11,16.0,703,1
0,24.0,0,1,102761.0,3,0,7000.0,3,12.69,0.07,4.0,592,1
0,28.0,0,0,91539.0,7,0,3000.0,5,8.31,0.03,7.0,607,0
0,23.0,0,0,71683.0,2,0,3600.0,4,7.51,0.05,2.0,677,1
0,23.0,1,3,86978.0,1,3,9000.0,5,13.47,0.10,3.0,651,1
0,31.0,1,3,151235.0,7,3,3482.0,3,13.49,0.02,9.0,582,1
0,34.0,0,1,163501.0,12,0,15000.0,4,5.42,0.09,6.0,632,1
0,35.0,1,4,121795.0,10,3,24000.0,4,12.69,0.20,7.0,713,0
0,22.0,1,1,84984.0,0,3,9000.0,1,11.01,0.11,2.0,667,0
0,23.0,0,0,61958.0,4,0,4000.0,0,6.03,0.06,2.0,543,1
0,23.0,1,3,32035.0,3,3,6000.0,0,11.01,0.19,4.0,635,0
0,24.0,1,0,79127.0,2,3,6200.0,5,8.90,0.08,2.0,574,1
0,26.0,1,1,74276.0,5,0,12000.0,4,12.21,0.16,4.0,574,1
0,23.0,0,3,85059.0,0,3,1600.0,0,11.14,0.02,4.0,549,1
0,22.0,1,3,61419.0,0,3,10000.0,0,11.14,0.16,2.0,562,0
0,28.0,1,1,51267.0,4,0,1200.0,4,13.91,0.02,5.0,666,1
0,23.0,0,3,81539.0,1,3,5650.0,1,13.47,0.07,2.0,598,1
1,25.0,1,3,72958.0,5,3,20000.0,1,11.01,0.27,4.0,658,0
0,47.0,1,3,60828.0,24,0,8000.0,5,11.01,0.13,15.0,651,0
0,26.0,0,1,105246.0,1,3,15000.0,3,5.99,0.14,2.0,627,1
0,29.0,1,1,89707.0,9,0,18330.0,0,12.32,0.20,8.0,651,1
0,22.0,0,1,80082.0,0,3,3300.0,5,14.65,0.04,2.0,586,1
1,30.0,0,1,31103.0,6,3,12000.0,4,10.62,0.39,7.0,718,0
1,23.0,0,4,44098.0,0,3,15000.0,5,14.59,0.34,4.0,708,0
0,31.0,1,0,80668.0,7,0,7000.0,2,11.86,0.09,6.0,563,1
1,22.0,0,3,66016.0,0,0,16000.0,2,7.51,0.24,2.0,665,0
0,29.0,1,0,67259.0,8,3,14000.0,1,11.48,0.21,7.0,649,0
1,31.0,1,0,23890.0,9,3,8500.0,2,11.01,0.36,6.0,604,0
0,23.0,1,0,55215.0,0,2,6400.0,4,11.01,0.12,3.0,618,1
0,22.0,1,4,99633.0,0,0,20000.0,1,9.88,0.20,4.0,652,1
0,24.0,0,3,120766.0,3,0,10197.0,1,12.99,0.08,4.0,695,1
0,22.0,1,1,193248.0,0,3,20000.0,4,7.49,0.10,4.0,599,1
0,24.0,0,1,51350.0,2,3,8530.0,1,11.64,0.17,3.0,711,0
0,33.0,1,1,47171.0,11,0,10000.0,1,9.91,0.21,8.0,624,1
0,37.0,0,3,47855.0,9,3,10000.0,5,9.96,0.21,6.0,637,1
0,22.0,1,0,90791.0,2,3,5000.0,1,11.49,0.06,4.0,583,0
0,24.0,0,3,40523.0,0,3,1234.0,3,15.66,0.03,4.0,625,1
0,25.0,1,3,44708.0,0,3,7000.0,1,12.38,0.16,3.0,651,1
0,26.0,1,1,105380.0,3,0,15000.0,0,10.62,0.14,2.0,672,1
0,30.0,0,4,121157.0,10,0,13000.0,1,7.88,0.11,9.0,673,1
0,25.0,1,4,84948.0,0,0,4000.0,0,6.92,0.05,2.0,689,1
0,24.0,0,1,84679.0,6,0,25000.0,3,11.01,0.30,2.0,634,1
0,29.0,1,0,50477.0,7,3,8000.0,1,11.99,0.16,7.0,638,1
0,27.0,1,1,53709.0,2,0,8000.0,3,13.71,0.15,4.0,704,0
0,22.0,1,0,61192.0,1,3,8000.0,3,12.10,0.13,4.0,620,1
0,27.0,1,0,44340.0,4,2,1050.0,3,14.72,0.02,5.0,655,1
1,30.0,1,3,15457.0,6,0,3250.0,2,10.55,0.21,8.0,657,0
0,28.0,1,0,51298.0,9,0,7640.0,4,6.00,0.15,6.0,645,1
1,23.0,1,0,39713.0,1,3,10000.0,1,8.52,0.25,3.0,654,0
0,41.0,1,3,181078.0,20,3,20000.0,4,19.47,0.11,15.0,620,0
0,22.0,0,0,28130.0,2,2,9000.0,3,5.99,0.32,2.0,469,1
0,22.0,0,3,34724.0,0,0,5500.0,3,10.38,0.16,2.0,582,0
0,24.0,1,1,58335.0,0,0,12000.0,0,9.69,0.21,3.0,642,1
0,22.0,0,1,37313.0,0,0,7000.0,1,7.29,0.19,3.0,678,1
0,26.0,1,3,44211.0,1,0,4800.0,5,7.03,0.11,4.0,586,0
0,22.0,0,3,52495.0,1,0,7000.0,3,10.62,0.13,4.0,663,1
0,23.0,1,1,48784.0,0,0,4000.0,4,10.40,0.08,4.0,561,1
1,25.0,1,1,22645.0,3,3,4000.0,0,13.22,0.18,4.0,684,0
0,26.0,0,4,94795.0,3,0,7200.0,4,6.62,0.08,2.0,645,1
0,28.0,0,0,73219.0,7,0,1500.0,3,11.01,0.02,6.0,681,1
0,42.0,1,2,84614.0,20,0,10000.0,4,7.66,0.12,12.0,710,1
0,31.0,1,0,79283.0,8,3,8000.0,4,8.37,0.10,5.0,633,0
0,22.0,1,1,52285.0,0,2,3500.0,5,11.49,0.07,3.0,607,1
0,22.0,1,1,43153.0,0,3,5000.0,0,11.01,0.12,2.0,650,1
0,34.0,1,1,54400.0,9,0,9600.0,0,7.49,0.18,8.0,696,1
0,24.0,0,4,144840.0,2,0,20000.0,4,10.36,0.14,4.0,639,0
0,24.0,0,3,85089.0,2,0,12000.0,5,11.01,0.14,2.0,581,1
1,22.0,0,3,67102.0,0,3,12000.0,3,11.01,0.18,3.0,610,0
0,23.0,0,3,60959.0,1,3,2400.0,4,11.83,0.04,2.0,655,1
0,39.0,0,0,72958.0,19,3,3800.0,2,10.37,0.05,14.0,657,1
0,29.0,0,1,47231.0,7,3,2200.0,5,12.92,0.05,8.0,649,1
0,25.0,1,0,76367.0,2,3,1500.0,5,7.49,0.02,4.0,649,0
0,22.0,1,3,39733.0,0,3,2400.0,5,16.77,0.06,3.0,652,0
0,26.0,1,1,58524.0,5,2,3600.0,5,13.49,0.06,4.0,569,1
1,33.0,1,1,13376.0,8,2,7200.0,5,6.03,0.54,8.0,715,0
0,22.0,0,4,43799.0,0,2,14000.0,1,11.26,0.32,4.0,573,1
0,30.0,1,1,91257.0,8,0,8000.0,5,13.79,0.09,10.0,650,0
0,28.0,1,4,96777.0,6,0,12000.0,0,12.18,0.12,5.0,714,0
0,25.0,0,3,102706.0,0,3,21265.0,2,13.64,0.21,4.0,520,1
0,24.0,1,3,47279.0,0,3,4200.0,3,6.76,0.09,4.0,608,0
0,24.0,1,0,43066.0,1,3,1850.0,1,7.12,0.04,2.0,684,0
1,25.0,0,4,124544.0,1,0,20000.0,0,14.54,0.16,3.0,624,0
0,27.0,1,3,70493.0,7,0,13112.0,0,11.01,0.19,4.0,629,0
0,23.0,0,1,31172.0,0,2,4475.0,4,7.21,0.14,4.0,667,1
0,28.0,0,0,74419.0,6,0,4400.0,2,8.90,0.06,8.0,671,0
0,32.0,1,1,128267.0,11,0,10000.0,3,11.01,0.08,7.0,719,0
0,26.0,1,3,79171.0,4,3,6000.0,1,12.11,0.08,4.0,550,1
0,45.0,1,0,65628.0,23,0,15000.0,1,11.61,0.23,16.0,664,0
0,29.0,1,4,117700.0,6,2,12000.0,5,11.83,0.10,5.0,545,0
0,23.0,0,3,61124.0,0,2,10000.0,1,11.71,0.16,3.0,500,1
0,28.0,0,1,79243.0,4,3,7000.0,4,10.74,0.09,9.0,649,1
0,31.0,0,0,127158.0,7,3,15000.0,2,10.59,0.12,8.0,664,1
0,25.0,0,3,87672.0,2,0,18000.0,5,16.10,0.21,3.0,533,1
0,22.0,0,1,94514.0,1,3,10000.0,5,12.42,0.11,2.0,563,1
0,21.0,1,0,48839.0,0,3,3000.0,5,11.01,0.06,3.0,638,1
1,27.0,0,1,32818.0,5,3,2500.0,4,7.14,0.08,6.0,559,0
1,22.0,1,3,58303.0,0,3,15000.0,5,9.63,0.26,4.0,610,0
1,22.0,1,1,26036.0,4,3,7200.0,0,6.91,0.28,4.0,539,0
0,40.0,0,2,92477.0,18,0,20000.0,4,12.91,0.22,14.0,719,1
0,31.0,0,4,66703.0,10,3,5000.0,4,11.01,0.07,10.0,678,1
0,30.0,1,4,37062.0,6,3,8000.0,4,12.99,0.22,9.0,666,1
0,25.0,0,3,68320.0,3,3,14000.0,0,6.92,0.20,2.0,655,1
0,25.0,0,1,45004.0,2,0,3200.0,0,9.63,0.07,3.0,619,0
0,32.0,0,0,66452.0,11,3,8000.0,2,11.01,0.12,8.0,477,1
1,27.0,1,0,310859.0,1,3,35000.0,1,18.64,0.11,7.0,632,0
0,38.0,0,3,114016.0,17,3,5000.0,4,15.33,0.04,16.0,609,0
0,29.0,1,1,51579.0,8,3,8000.0,5,15.82,0.16,7.0,615,1
0,40.0,0,1,61037.0,19,0,12000.0,4,11.01,0.20,17.0,670,1
0,25.0,0,3,90865.0,0,3,7000.0,3,7.49,0.08,2.0,606,0
0,23.0,0,0,64343.0,3,3,3500.0,1,12.23,0.05,4.0,496,1
0,31.0,1,1,72982.0,7,0,17000.0,4,8.90,0.23,8.0,645,1
0,32.0,0,1,36968.0,6,3,3350.0,4,11.82,0.09,9.0,697,0
0,37.0,0,0,82957.0,15,3,3600.0,3,15.23,0.04,11.0,638,0
1,23.0,1,0,49170.0,0,3,15000.0,5,11.71,0.31,4.0,685,0
0,24.0,1,4,97152.0,4,0,10000.0,1,8.90,0.10,4.0,687,0
0,30.0,0,4,180999.0,10,3,25000.0,0,12.53,0.14,6.0,627,0
1,39.0,1,4,22704.0,17,2,4375.0,3,5.42,0.19,17.0,640,0
0,29.0,0,1,73067.0,6,3,12000.0,4,14.22,0.16,6.0,669,1
0,24.0,0,0,84504.0,4,3,10000.0,4,8.38,0.12,2.0,649,0
0,28.0,1,1,30869.0,4,3,7500.0,0,12.50,0.24,6.0,604,1
1,40.0,1,0,46499.0,17,3,7000.0,0,15.99,0.15,16.0,622,0
0,30.0,1,0,109189.0,5,0,9000.0,5,15.58,0.08,6.0,667,0
0,38.0,1,0,72926.0,16,0,16000.0,3,11.07,0.22,16.0,597,1
0,21.0,0,3,35185.0,0,0,2000.0,4,7.29,0.06,4.0,571,1
1,26.0,0,3,64459.0,4,3,18000.0,5,17.19,0.28,3.0,661,0
1,23.0,0,3,94995.0,4,0,8000.0,5,12.87,0.08,2.0,639,0
0,26.0,1,0,73166.0,3,0,5000.0,5,7.17,0.07,2.0,629,0
0,30.0,0,0,36902.0,5,3,4000.0,3,13.99,0.11,6.0,539,1
0,27.0,1,4,120936.0,4,0,16000.0,5,11.01,0.13,6.0,600,1
1,28.0,1,4,41709.0,8,3,11422.0,0,8.64,0.27,5.0,676,0
1,23.0,1,3,36902.0,0,3,10000.0,2,14.01,0.27,3.0,660,0
0,38.0,0,3,48043.0,16,3,5000.0,3,13.22,0.10,14.0,620,0
0,26.0,1,3,156954.0,0,0,7000.0,1,8.00,0.04,2.0,656,1
0,36.0,1,3,74986.0,11,0,20000.0,1,11.80,0.27,11.0,587,0
1,33.0,1,0,75779.0,10,3,9686.0,4,14.84,0.13,6.0,590,0
0,33.0,1,3,385074.0,12,0,14000.0,5,7.91,0.04,5.0,604,1
0,23.0,1,1,42952.0,0,2,14000.0,5,11.01,0.33,3.0,681,1
1,27.0,1,0,85957.0,5,0,20000.0,1,20.00,0.23,8.0,676,0
1,25.0,0,4,39643.0,4,3,6211.0,2,7.57,0.16,6.0,578,0
0,34.0,0,1,81480.0,13,3,20000.0,1,11.71,0.25,9.0,672,0
0,27.0,1,1,136812.0,4,0,15000.0,5,8.94,0.11,8.0,682,1
1,25.0,1,0,83873.0,6,3,15000.0,2,16.70,0.18,3.0,627,0
0,40.0,1,3,77785.0,18,0,12000.0,1,10.25,0.15,17.0,627,1
1,24.0,1,1,38532.0,4,3,12056.0,1,11.16,0.31,3.0,654,0
0,23.0,1,3,73161.0,2,3,2750.0,1,15.23,0.04,4.0,599,1
0,22.0,0,1,55765.0,0,0,1600.0,5,7.88,0.03,2.0,623,0
0,24.0,1,0,41634.0,5,2,10000.0,5,11.01,0.24,3.0,650,1
1,28.0,1,3,25150.0,5,3,3000.0,1,7.14,0.12,9.0,694,0
1,24.0,1,0,106923.0,3,3,5000.0,3,11.01,0.05,4.0,605,0
0,22.0,1,3,55957.0,0,0,7000.0,1,7.88,0.13,4.0,626,0
1,24.0,0,1,77408.0,1,0,35000.0,3,11.01,0.45,3.0,661,0
0,41.0,1,3,47141.0,16,3,7500.0,0,8.49,0.16,12.0,461,1
0,25.0,1,4,99422.0,0,3,9356.0,4,7.57,0.09,3.0,648,0
0,32.0,1,0,35496.0,11,3,5000.0,3,10.59,0.14,9.0,642,0
0,24.0,0,1,90715.0,3,2,29800.0,5,11.01,0.33,3.0,623,1
0,38.0,0,3,44378.0,16,3,7500.0,1,11.36,0.17,13.0,682,0
0,29.0,1,0,96717.0,10,0,6000.0,4,6.56,0.06,10.0,652,1
0,36.0,1,0,33159.0,16,2,4500.0,5,7.66,0.14,14.0,608,1
1,23.0,1,1,18234.0,0,3,7976.0,4,10.69,0.44,4.0,649,0
0,38.0,1,0,27375.0,12,3,4000.0,5,12.68,0.15,12.0,648,0
0,24.0,1,4,32750.0,2,3,6000.0,3,11.89,0.18,3.0,684,1
0,34.0,1,4,123491.0,9,0,8672.0,1,13.38,0.07,10.0,720,1
1,30.0,0,1,59871.0,8,0,16000.0,4,13.49,0.27,7.0,603,0
0,23.0,0,0,49028.0,3,3,10000.0,5,7.90,0.20,3.0,670,0
0,24.0,0,3,66958.0,0,0,19000.0,3,10.83,0.28,3.0,631,1
1,24.0,1,3,51478.0,2,3,10000.0,2,15.25,0.19,3.0,649,0
0,35.0,0,1,28663.0,12,3,6500.0,3,8.63,0.23,6.0,586,1
0,25.0,1,1,52728.0,1,3,7940.0,5,7.27,0.15,4.0,703,1
0,22.0,1,1,29661.0,0,2,5000.0,3,13.35,0.17,4.0,607,1
1,30.0,0,1,28849.0,6,3,14000.0,5,7.88,0.49,6.0,614,0
0,24.0,0,1,55111.0,2,3,12000.0,1,11.07,0.22,3.0,581,1
0,30.0,0,3,85222.0,8,0,10000.0,0,11.01,0.12,7.0,549,1
0,36.0,0,3,61158.0,11,3,7200.0,5,13.98,0.12,15.0,662,1
0,24.0,1,3,55019.0,1,3,12000.0,5,10.99,0.22,3.0,569,1
0,33.0,1,1,150550.0,13,0,8800.0,3,10.59,0.06,7.0,619,1
0,28.0,1,4,36885.0,5,0,15000.0,5,11.01,0.41,9.0,679,0
0,27.0,0,1,103933.0,4,0,4500.0,2,10.37,0.04,6.0,677,1
0,29.0,1,4,66829.0,8,3,4200.0,4,15.95,0.06,10.0,679,1
0,23.0,1,0,31516.0,2,3,4000.0,5,12.65,0.13,3.0,576,1
0,26.0,1,1,107788.0,3,2,5000.0,3,11.83,0.05,4.0,659,1
0,28.0,0,3,91163.0,4,3,11000.0,4,7.51,0.12,9.0,684,1
0,21.0,1,1,75167.0,0,3,6000.0,1,10.25,0.08,4.0,539,1
0,34.0,1,0,35662.0,6,3,6000.0,1,15.63,0.17,10.0,683,0
0,24.0,0,4,50048.0,1,0,6000.0,1,7.61,0.12,4.0,682,0
0,34.0,1,0,43207.0,11,0,5000.0,4,10.74,0.12,7.0,698,0
0,23.0,1,3,33077.0,1,3,3000.0,0,12.23,0.09,2.0,587,1
0,23.0,0,1,63376.0,3,3,6000.0,1,12.70,0.09,4.0,665,0
0,25.0,0,1,156942.0,5,0,15000.0,1,11.14,0.10,3.0,698,1
0,22.0,1,0,63055.0,0,0,7200.0,1,11.71,0.11,3.0,653,1
1,25.0,1,1,59286.0,3,1,19500.0,1,15.57,0.33,4.0,667,0
0,30.0,1,1,151197.0,8,3,5759.0,4,7.43,0.04,10.0,687,1
1,23.0,0,0,65709.0,0,3,5153.0,0,7.62,0.08,4.0,658,0
